response_id,Timestamp,Q1_AgeGroup_code,Q1_AgeGroup_label,Q2_Gender_code,Q2_Gender_label,Q3_Occupation_code,occupation_normalized,occupation_detail,Q4_Nationality_code,nationality_group,nationality_detail,Q4b_AfricanCountry_normalized,Q5_VisitReason_code,Q5_VisitReason_label,Q6_Familiarity_code,Q6_Familiarity_label,Q7_HeardFrom_code,Q7_HeardFrom_label,platform_use_facebook,platform_use_instagram,platform_use_tiktok,platform_use_youtube,platform_use_whatsapp,platform_use_telegram,Q9_VisitedWebsite_code,Q9_VisitedWebsite_label,Q10_WebsiteRating,Q11a_PersRec,Q11b_Chatbot,Q11c_TrustAI,Q11d_AutoNotif,Q11e_AIRecipes,q12_chatbot,q12_personalised_rec,q12_auto_notif,q12_ai_recipes,q12_smart_search,q12_ai_promotions,q12_none,Q13_SocialAdPurchase_code,Q13_SocialAdPurchase_label,Q14_OnlineGrocery_code,Q14_OnlineGrocery_label,q15_product_showcases,q15_recipes_tutorials,q15_cultural_stories,q15_promotions_sales,q15_customer_reviews,q15_behind_the_scenes,q15_educational,q16_social_media,q16_email,q16_whatsapp_telegram,q16_sms,q16_no_comms,q17_limited_range,q17_info_hard_to_find,q17_no_online_order,q17_poor_website,q17_poor_communication,q17_language_barriers,q17_none,q17_other,Q18_Improvement
1,2026-04-16T12:56:32,c,26–35,a,Male,a,Student,,b,African,,Nigeria,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),f,Google search,Daily,Daily,Never,Daily,Daily,Rarely,a,"Yes, multiple times",4,5,3,3,5,4,1,1,1,1,1,0,0,c,Sometimes,d,Occasionally,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Steady notification about product arrivals either new or replenishment.
2,2026-04-16T14:04:03,c,26–35,b,Female,e,Unemployed,,b,African,,Zimbabwe,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Daily,A few times/month,A few times/month,Daily,Daily,A few times/month,c,No,2,4,2,4,4,1,0,1,0,0,0,0,0,c,Sometimes,d,Occasionally,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
3,2026-04-16T14:33:46,c,26–35,a,Male,d,Self-employed,,b,African,,Nigeria,a,To buy specific food products unavailable elsewhere,c,I have visited once or twice,d,Friend or family recommendation,Once a week,Daily,Once a week,Daily,Daily,A few times/month,b,"Yes, once",1,4,1,5,1,1,1,0,1,1,1,0,0,d,Rarely,d,Occasionally,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,Create a an order and delivery AI assistant in my WhatsApp that helps me place an order directly from my WhatsApp without having to go to the website. If possible turn the website to a showcase platform and orders can be made directly through WhatsApp by using WhatsApp API for AI chatbots.
4,2026-04-16T14:39:38,c,26–35,a,Male,b,Employed full-time,,b,African,,Nigeria,g,Cultural connection or nostalgia,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Daily,Daily,Never,Once a week,Daily,Rarely,a,"Yes, multiple times",4,5,5,1,5,1,1,0,1,0,1,1,0,b,Often,a,Always,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,
5,2026-04-16T14:54:37,b,18–25,a,Male,a,Student,,b,African,,,e,Convenience of location,a,I am a regular customer (shop at least once a month),f,Google search,Several times/week,Daily,Daily,Several times/week,Daily,Once a week,a,"Yes, multiple times",4,3,,,,,0,0,0,0,1,0,0,b,Often,e,Never,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Cheap price
6,2026-04-16T14:56:48,c,26–35,b,Female,a,Student,,,African,African European,Côte d'Ivoire; Cameroon,a,To buy specific food products unavailable elsewhere,b,I am an occasional customer (shop a few times a year),e,Walking past the store,Several times/week,Several times/week,,Several times/week,Several times/week,,b,"Yes, once",1,3,4,3,5,5,0,1,1,0,1,1,0,d,Rarely,d,Occasionally,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,"I believe state the availability of their products, all and all more accurate information about the state of the products in the store."
7,2026-04-16T14:57:19,c,26–35,a,Male,b,Employed full-time,,b,African,,Republic of the Congo,a,To buy specific food products unavailable elsewhere,b,I am an occasional customer (shop a few times a year),d,Friend or family recommendation,,Daily,Daily,Daily,Daily,Once a week,a,"Yes, multiple times",4,2,1,1,2,1,0,0,1,0,0,0,0,c,Sometimes,d,Occasionally,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,Improve online ordering and delivery
8,2026-04-16T15:19:55,b,18–25,a,Male,a,Student,,b,African,,Nigeria,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,,Daily,Daily,Several times/week,Daily,,a,"Yes, multiple times",5,5,4,3,5,5,1,0,0,0,0,0,0,c,Sometimes,c,About half the time,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
9,2026-04-16T15:34:45,b,18–25,a,Male,a,Student,,b,African,,Nigeria,a,To buy specific food products unavailable elsewhere,b,I am an occasional customer (shop a few times a year),d,Friend or family recommendation,A few times/month,Daily,Daily,Once a week,Daily,Rarely,a,"Yes, multiple times",3,3,1,3,4,1,0,0,0,0,0,1,0,d,Rarely,e,Never,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
10,2026-04-16T15:49:44,c,26–35,b,Female,b,Employed full-time,,b,African,,Nigeria,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Once a week,Daily,Once a week,Several times/week,Several times/week,Once a week,b,"Yes, once",4,3,3,3,3,3,1,0,0,0,0,0,0,c,Sometimes,e,Never,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
11,2026-04-16T15:57:24,c,26–35,b,Female,a,Student,,b,African,,Nigeria,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),f,Google search,Daily,Daily,Once a week,Daily,Daily,Never,b,"Yes, once",3,4,3,3,4,2,1,0,1,0,1,1,0,c,Sometimes,e,Never,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,
12,2026-04-16T16:01:04,c,26–35,a,Male,b,Employed full-time,,b,African,,Angola,a,To buy specific food products unavailable elsewhere,b,I am an occasional customer (shop a few times a year),e,Walking past the store,Daily,Daily,Daily,Daily,Daily,Rarely,d,I was not aware they had a website,,3,4,3,4,4,1,1,1,1,1,1,0,e,Never,d,Occasionally,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,
13,2026-04-16T16:19:07,d,36–45,b,Female,b,Employed full-time,,a,Lithuanian,,,c,Curiosity about African cuisine or culture,b,I am an occasional customer (shop a few times a year),b,Instagram,Several times/week,Daily,Rarely,Several times/week,Never,Never,c,No,,,,,,,1,0,0,1,1,1,0,d,Rarely,b,Most of the time,0,1,1,1,0,0,1,1,0,0,0,0,,,,,,,,,
14,2026-04-16T16:58:03,c,26–35,a,Male,a,Student,,b,African,,Nigeria,a,To buy specific food products unavailable elsewhere,c,I have visited once or twice,d,Friend or family recommendation,Several times/week,Rarely,Never,Several times/week,Daily,Rarely,c,No,,5,5,5,5,1,0,1,0,0,0,0,0,e,Never,d,Occasionally,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,
15,2026-04-16T17:04:24,b,18–25,a,Male,b,Employed full-time,,b,African,,Morocco,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),f,Google search,Several times/week,Daily,Several times/week,Daily,Daily,Rarely,d,I was not aware they had a website,4,4,4,4,4,3,1,1,1,0,1,0,0,b,Often,b,Most of the time,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,
16,2026-04-16T17:39:11,c,26–35,b,Female,a,Student,,b,African,,DR Congo,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),b,Instagram,Once a week,Daily,Daily,Once a week,Daily,Rarely,b,"Yes, once",3,4,2,2,4,1,0,0,0,0,1,0,0,c,Sometimes,d,Occasionally,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,To always have the stock
17,2026-04-16T17:50:56,c,26–35,a,Male,e,Unemployed,,b,African,,Nigeria,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,,Daily,Several times/week,A few times/month,Daily,Once a week,c,No,3,1,3,3,2,3,1,0,0,0,0,0,0,d,Rarely,e,Never,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,
18,2026-04-16T19:58:20,b,18–25,a,Male,b,Employed full-time,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),g,Online advertisement,,Daily,,,Daily,,a,"Yes, multiple times",5,5,5,5,5,5,1,0,0,0,0,0,0,a,Very often,a,Always,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Price
19,2026-04-16T20:06:10,c,26–35,b,Female,b,Employed full-time,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,,Once a week,Once a week,Once a week,Once a week,Several times/week,a,"Yes, multiple times",5,4,3,2,2,4,0,0,0,0,1,0,0,a,Very often,d,Occasionally,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,24/7availibility
20,2026-04-16T20:39:40,c,26–35,a,Male,b,Employed full-time,,b,African,,,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Rarely,Rarely,Rarely,Rarely,Rarely,Never,c,No,,,,,,,0,1,0,0,0,0,0,b,Often,d,Occasionally,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,
21,2026-04-16T20:56:05,b,18–25,b,Female,a,Student,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Daily,Daily,Daily,Daily,Daily,Several times/week,a,"Yes, multiple times",4,3,3,3,3,3,0,0,0,0,1,0,0,b,Often,d,Occasionally,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,More advert
22,2026-04-16T20:58:39,c,26–35,a,Male,a,Student,,b,African,,,h,To find ingredients for specific recipes,a,I am a regular customer (shop at least once a month),e,Walking past the store,Daily,Daily,Several times/week,Daily,Daily,Rarely,c,No,,1,3,2,1,2,0,0,0,0,0,1,0,b,Often,d,Occasionally,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
23,2026-04-16T21:20:12,c,26–35,a,Male,a,Student,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Several times/week,Several times/week,Several times/week,Several times/week,Several times/week,Several times/week,a,"Yes, multiple times",5,5,5,5,5,5,1,1,0,0,0,0,0,a,Very often,a,Always,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,More discount
24,2026-04-16T22:31:20,c,26–35,a,Male,a,Student,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Daily,Once a week,Several times/week,Daily,Daily,Rarely,a,"Yes, multiple times",4,4,5,5,5,5,0,1,0,1,0,1,0,c,Sometimes,d,Occasionally,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Prepare a product catalogue that will reflect the product on the counter
25,2026-04-17T00:09:54,c,26–35,a,Male,a,Student,,b,African,,Cameroon,g,Cultural connection or nostalgia,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Daily,Daily,Daily,Daily,Daily,A few times/month,a,"Yes, multiple times",4,4,2,1,5,3,1,1,1,0,0,0,0,c,Sometimes,e,Never,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Notify clients when products go out of stock
26,2026-04-17T20:13:57,b,18–25,a,Male,a,Student,,,Asian,Assian,,a,To buy specific food products unavailable elsewhere,c,I have visited once or twice,e,Walking past the store,Daily,Daily,Never,Daily,Daily,Daily,c,No,4,3,3,4,3,4,1,0,0,0,0,0,0,a,Very often,c,About half the time,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
27,2026-04-19T18:11:51,b,18–25,a,Male,a,Student,,,Asian,Bangladeshi,,d,Recommendation from friends or family,d,I have heard of it but never visited,d,Friend or family recommendation,Several times/week,Daily,Rarely,Several times/week,Daily,Once a week,c,No,3,3,,,,,1,0,0,0,1,1,0,d,Rarely,a,Always,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,
28,2026-04-19T18:33:31,b,18–25,b,Female,,Student + Working,Student and working,a,Lithuanian,,,h,To find ingredients for specific recipes,e,I have never heard of African Market,,,Daily,Daily,Daily,Several times/week,A few times/month,A few times/month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2026-04-19T19:04:23,c,26–35,a,Male,a,Student,,b,African,,Algeria,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Daily,Daily,Daily,Once a week,Daily,Rarely,c,No,5,3,3,2,2,3,1,0,0,0,0,0,0,a,Very often,a,Always,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
30,2026-04-19T20:35:10,c,26–35,a,Male,a,Student,,,Asian,Bangladeshi,,a,To buy specific food products unavailable elsewhere,c,I have visited once or twice,h,Other: ___,Rarely,Rarely,Rarely,Daily,Daily,Rarely,d,I was not aware they had a website,,,,,,,1,0,0,1,0,0,0,d,Rarely,e,Never,,,,,,,,0,0,0,0,1,,,,,,,,,
31,2026-04-20T12:28:23,c,26–35,a,Male,a,Student,,b,African,,Nigeria,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),e,Walking past the store,Several times/week,Daily,Once a week,Daily,Daily,Several times/week,b,"Yes, once",3,3,3,2,3,1,1,1,0,1,1,0,0,d,Rarely,e,Never,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Post more engaging and interactive content - make it more fun and creative.
32,2026-04-20T16:09:32,b,18–25,a,Male,c,Employed part-time,,b,African,,Nigeria,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Daily,Daily,A few times/month,Daily,Daily,Rarely,c,No,,2,1,1,1,1,1,0,0,0,1,1,0,c,Sometimes,d,Occasionally,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,
33,2026-04-22T05:36:43,c,26–35,a,Male,a,Student,,b,African,,,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),f,Google search,Daily,Daily,Daily,Daily,Daily,Daily,c,No,,4,4,3,4,4,1,0,0,1,1,1,0,c,Sometimes,a,Always,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,
34,2026-04-22T22:18:58,b,18–25,b,Female,a,Student,,,Middle Eastern,Turkish,,e,Convenience of location,e,I have never heard of African Market,,,Rarely,Daily,Daily,Daily,Daily,A few times/month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2026-04-22T22:29:23,b,18–25,b,Female,a,Student,,,Middle Eastern,Middle eastern,,g,Cultural connection or nostalgia,e,I have never heard of African Market,,,Never,Daily,Never,Daily,Daily,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2026-04-22T22:30:21,b,18–25,a,Male,a,Student,,c,European (non-Lithuanian),,,e,Convenience of location,c,I have visited once or twice,e,Walking past the store,,Daily,,Once a week,Daily,Several times/week,c,No,4,4,5,3,5,3,0,0,1,0,0,0,0,c,Sometimes,d,Occasionally,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,Make ads
37,2026-04-23T01:37:34,b,18–25,b,Female,b,Employed full-time,,a,Lithuanian,,,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),b,Instagram,A few times/month,,Once a week,A few times/month,A few times/month,Once a week,a,"Yes, multiple times",5,4,4,4,4,4,1,0,0,0,0,0,0,a,Very often,d,Occasionally,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
38,2026-04-23T02:02:36,b,18–25,a,Male,a,Student,,c,European (non-Lithuanian),,,h,To find ingredients for specific recipes,e,I have never heard of African Market,,,Never,Daily,Never,Daily,Daily,Once a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2026-04-23T02:14:55,b,18–25,a,Male,a,Student,,,Asian,Asian,,c,Curiosity about African cuisine or culture,c,I have visited once or twice,e,Walking past the store,Rarely,Daily,Never,Daily,Daily,Several times/week,c,No,,4,4,4,4,4,0,1,0,0,0,1,0,d,Rarely,e,Never,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Physical presents must be more organized, like supermarkets"
40,2026-04-23T03:18:48,b,18–25,a,Male,a,Student,,c,European (non-Lithuanian),,,c,Curiosity about African cuisine or culture,e,I have never heard of African Market,,,Rarely,Daily,Daily,Daily,Daily,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2026-04-23T03:25:41,b,18–25,b,Female,a,Student,,c,European (non-Lithuanian),,,c,Curiosity about African cuisine or culture,c,I have visited once or twice,e,Walking past the store,Several times/week,Daily,Rarely,Daily,Daily,Daily,d,I was not aware they had a website,,3,3,2,3,4,1,1,0,0,1,0,0,d,Rarely,d,Occasionally,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,
42,2026-04-23T03:27:04,b,18–25,b,Female,a,Student,,c,European (non-Lithuanian),,,c,Curiosity about African cuisine or culture,c,I have visited once or twice,e,Walking past the store,Several times/week,Daily,Once a week,Daily,Daily,Never,d,I was not aware they had a website,5,2,3,3,5,3,1,0,0,0,0,0,0,c,Sometimes,d,Occasionally,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,
43,2026-04-23T03:29:02,b,18–25,b,Female,a,Student,,b,African,,,a,To buy specific food products unavailable elsewhere,b,I am an occasional customer (shop a few times a year),e,Walking past the store,Daily,Daily,Once a week,,Daily,Rarely,d,I was not aware they had a website,3,1,4,4,1,1,0,1,1,0,0,1,0,c,Sometimes,c,About half the time,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,Email marketing
44,2026-04-23T03:32:04,c,26–35,a,Male,b,Employed full-time,,b,African,,Nigeria,b,To buy cosmetics or personal care products,b,I am an occasional customer (shop a few times a year),f,Google search,Several times/week,Several times/week,Once a week,Several times/week,Several times/week,Once a week,b,"Yes, once",2,2,2,2,2,1,0,0,0,0,1,0,0,d,Rarely,c,About half the time,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
45,2026-04-23T11:39:55,b,18–25,b,Female,a,Student,,c,European (non-Lithuanian),,,a,To buy specific food products unavailable elsewhere,b,I am an occasional customer (shop a few times a year),d,Friend or family recommendation,Never,Daily,Rarely,Several times/week,Daily,Never,c,No,,5,3,2,5,3,1,1,1,0,1,1,0,b,Often,c,About half the time,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,
46,2026-04-23T13:06:16,c,26–35,b,Female,a,Student,,b,African,,Somalia,b,To buy cosmetics or personal care products,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,A few times/month,Daily,Daily,Several times/week,Daily,Rarely,d,I was not aware they had a website,4,4,5,3,3,4,1,0,0,1,1,1,0,c,Sometimes,b,Most of the time,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,Make it accessible to more people my marketing themselves on social media apps people use
47,2026-04-23T14:23:53,d,36–45,a,Male,c,Employed part-time,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Daily,Several times/week,,Daily,Daily,Once a week,c,No,4,4,4,4,4,4,1,0,0,0,0,0,0,c,Sometimes,e,Never,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"I suggest the vendors at the African market should engage more with their customers in briefing them on the importance of digital marketing rather than just selling the products, in this like the platform is widened. This is important to some who have no idea on the digital presence in the business thus, organic marketing plays a vital role in promoting the digital experience."
48,2026-04-23T16:26:15,c,26–35,a,Male,a,Student,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),c,TikTok,,,Daily,,,,a,"Yes, multiple times",5,3,5,3,5,5,0,0,0,0,0,0,1,e,Never,b,Most of the time,0,0,1,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,
49,2026-04-23T16:31:48,c,26–35,a,Male,b,Employed full-time,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),e,Walking past the store,Daily,Daily,Daily,Daily,Daily,Once a week,a,"Yes, multiple times",3,3,3,3,3,3,1,0,0,0,0,0,0,a,Very often,d,Occasionally,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Open minded
50,2026-04-23T17:04:05,c,26–35,a,Male,a,Student,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),c,TikTok,,,Daily,,,,a,"Yes, multiple times",4,2,,,,,1,0,0,0,0,0,0,d,Rarely,e,Never,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Creation of a good website
51,2026-04-23T21:09:11,c,26–35,a,Male,b,Employed full-time,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Daily,Daily,Daily,Daily,Daily,A few times/month,a,"Yes, multiple times",4,4,2,2,4,4,1,0,1,0,1,1,0,a,Very often,e,Never,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Increase product catalog
52,2026-04-23T21:11:40,e,46–55,a,Male,a,Student,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,b,I am an occasional customer (shop a few times a year),d,Friend or family recommendation,Daily,,Daily,Daily,Daily,A few times/month,c,No,,1,2,2,1,3,0,1,1,0,0,0,0,d,Rarely,e,Never,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,
53,2026-04-23T21:28:18,b,18–25,a,Male,a,Student,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,,Daily,Daily,Several times/week,Daily,Once a week,a,"Yes, multiple times",5,5,4,4,5,5,0,1,1,0,0,0,0,a,Very often,b,Most of the time,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Add discounts
54,2026-04-23T21:28:30,c,26–35,a,Male,a,Student,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,a,I am a regular customer (shop at least once a month),g,Online advertisement,Rarely,Rarely,Rarely,Rarely,Rarely,Several times/week,a,"Yes, multiple times",5,4,5,5,5,5,0,0,0,1,0,1,0,a,Very often,a,Always,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Price
55,2026-04-23T22:17:38,c,26–35,b,Female,a,Student,,b,African,,Cameroon,h,To find ingredients for specific recipes,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Daily,Once a week,Several times/week,Daily,Daily,Several times/week,a,"Yes, multiple times",5,4,1,3,5,3,0,0,0,0,0,0,1,d,Rarely,c,About half the time,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,They have to reduce the delivery time.
56,2026-04-23T23:01:17,c,26–35,a,Male,a,Student,,b,African,,,g,Cultural connection or nostalgia,a,I am a regular customer (shop at least once a month),d,Friend or family recommendation,Several times/week,Several times/week,Daily,Daily,Daily,Several times/week,c,No,1,3,3,3,3,3,0,0,1,0,0,0,0,a,Very often,e,Never,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,They know best
57,2026-04-23T23:08:52,c,26–35,b,Female,a,Student,,b,African,,Cameroon,g,Cultural connection or nostalgia,b,I am an occasional customer (shop a few times a year),g,Online advertisement,Daily,Several times/week,Daily,Several times/week,Daily,Once a week,a,"Yes, multiple times",4,1,2,1,2,1,1,0,0,0,0,0,0,b,Often,b,Most of the time,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Create more contents for customers to stay updated on products and discounts
58,2026-04-23T23:59:04,c,26–35,a,Male,a,Student,,b,African,,Cameroon,a,To buy specific food products unavailable elsewhere,c,I have visited once or twice,e,Walking past the store,Several times/week,A few times/month,Several times/week,Several times/week,Daily,Rarely,c,No,4,5,1,1,4,4,1,0,0,0,0,0,0,d,Rarely,e,Never,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Recognition
59,2026-04-24T20:00:02,c,26–35,a,Male,e,Unemployed,,a,Lithuanian,,,c,Curiosity about African cuisine or culture,d,I have heard of it but never visited,a,Facebook,Rarely,Never,Never,Rarely,,Never,d,I was not aware they had a website,,,,,,,1,0,0,0,1,0,0,e,Never,d,Occasionally,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,
60,2026-04-24T20:00:19,c,26–35,a,Male,d,Self-employed,,a,Lithuanian,,,c,Curiosity about African cuisine or culture,c,I have visited once or twice,f,Google search,Daily,Daily,Never,Daily,Daily,Several times/week,c,No,,,,,,,0,0,0,0,0,0,1,d,Rarely,e,Never,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,
61,2026-04-24T20:13:39,c,26–35,b,Female,b,Employed full-time,,c,European (non-Lithuanian),,,c,Curiosity about African cuisine or culture,e,I have never heard of African Market,,,Daily,Daily,Daily,Several times/week,Daily,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2026-04-24T20:16:29,c,26–35,a,Male,b,Employed full-time,,a,Lithuanian,,,c,Curiosity about African cuisine or culture,e,I have never heard of African Market,,,Daily,Several times/week,Daily,,Rarely,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2026-04-24T20:19:32,f,Over 55,b,Female,f,Retired,,c,European (non-Lithuanian),,,c,Curiosity about African cuisine or culture,c,I have visited once or twice,a,Facebook,Daily,Daily,A few times/month,Several times/week,Daily,A few times/month,c,No,3,3,4,4,4,4,1,0,0,0,0,0,0,a,Very often,c,About half the time,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Inclusivity
64,2026-04-24T20:20:11,d,36–45,a,Male,d,Self-employed,,a,Lithuanian,,,c,Curiosity about African cuisine or culture,c,I have visited once or twice,d,Friend or family recommendation,Daily,Never,Daily,Daily,Several times/week,Never,c,No,5,3,4,2,3,2,0,1,0,0,0,0,0,c,Sometimes,c,About half the time,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Have a very attracting website with a category filter and recipes of dishes that include products sold at the store.
65,2026-04-24T20:22:41,b,18–25,a,Male,b,Employed full-time,,,Asian,Indian,,h,To find ingredients for specific recipes,d,I have heard of it but never visited,a,Facebook,Daily,Daily,Once a week,Daily,Several times/week,Once a week,d,I was not aware they had a website,3,2,1,2,4,4,1,0,0,0,0,0,0,d,Rarely,d,Occasionally,1,0,0,1,1,0,0,0,0,1,0,0,,,,,,,,,
